# Undirected graph (each unordered pair of nodes is saved once): SIR_erdos_renyi.txt
#Institution	Counterparty	starting_date	finish_date	interes_rate	amount
8	27	08/09/2017	29/09/2017	8	3658424
8	36	08/09/2017	18/01/2018	8	2895628
8	7	08/09/2017	15/01/2018	6	2965952
8	27	08/09/2017	11/01/2018	11	892222
13	12	08/09/2017	27/01/2018	10	921606
10	7	08/09/2017	18/12/2017	6	478363
10	27	08/09/2017	24/01/2018	6	1578694
19	16	08/09/2017	24/12/2017	8	1034786
3	24	07/09/2017	08/10/2017	10	4120590
3	24	07/09/2017	06/10/2017	12	3468361
3	24	07/09/2017	27/01/2018	7	3173565
3	10	07/09/2017	18/09/2017	15	4899044
3	5	07/09/2017	25/09/2017	13	4888244
3	24	07/09/2017	11/12/2017	14	3548058
3	7	07/09/2017	16/02/2018	7	4085697
3	48	07/09/2017	09/01/2018	5	274232
3	27	07/09/2017	22/11/2017	14	3740615
3	26	07/09/2017	09/10/2017	11	653678
3	42	07/09/2017	17/02/2018	9	1161130
1	45	31/01/2017	01/03/2018	7	399290
1	45	31/01/2017	27/02/2018	13	826131
20	27	08/09/2017	29/12/2017	14	4687987
4	42	08/09/2017	15/09/2017	6	4604013
25	1	08/09/2017	05/09/2017	10	3707417
15	12	08/09/2017	27/01/2018	8	4025585
23	41	08/09/2017	04/02/2018	12	4036886
23	5	08/09/2017	31/10/2017	10	438464
28	24	08/09/2017	07/10/2017	11	2933707
28	24	08/09/2017	14/12/2017	6	2753608
28	7	08/09/2017	05/12/2017	15	69227
28	32	08/09/2017	15/02/2018	14	1603266
29	28	08/09/2017	16/12/2017	14	2168217
3	24	08/09/2017	15/12/2017	15	4139099
3	24	08/09/2017	22/01/2018	11	4973292
3	24	08/09/2017	07/02/2018	15	4543587
3	24	08/09/2017	22/02/2018	13	3881930
3	5	08/09/2017	11/01/2018	14	2362535
3	26	08/09/2017	10/12/2017	6	4364118
3	18	08/09/2017	16/12/2017	8	2895338
3	7	08/09/2017	13/11/2017	10	3274414
3	5	08/09/2017	17/10/2017	5	97592
3	42	08/09/2017	06/01/2018	10	2321453
12	31	11/09/2017	14/01/2018	7	1948927
12	15	11/09/2017	16/01/2018	13	112550
12	11	11/09/2017	27/02/2018	14	2239608
12	26	11/09/2017	07/03/2018	5	2465342
12	10	11/09/2017	22/10/2017	9	127439
12	28	11/09/2017	30/11/2017	7	2485447
12	35	11/09/2017	08/01/2018	7	2751007
12	14	11/09/2017	08/11/2017	9	412308
12	26	11/09/2017	17/02/2018	14	3524177
13	1	11/09/2017	06/10/2017	12	746326
13	41	11/09/2017	26/10/2017	15	4033458
16	26	11/09/2017	17/09/2017	12	1236087
16	24	11/09/2017	03/10/2017	13	401048
16	7	11/09/2017	16/01/2018	10	3671499
16	19	11/09/2017	23/12/2017	11	855316
16	1	11/09/2017	11/03/2018	7	4667380
16	1	11/09/2017	18/10/2017	7	337998
10	8	11/09/2017	13/02/2018	14	3731355
21	26	11/09/2017	22/12/2017	6	4856047
25	1	11/09/2017	12/11/2017	10	148576
25	8	11/09/2017	07/03/2018	10	3416108
23	5	11/09/2017	31/01/2018	14	2689492
23	43	11/09/2017	19/11/2017	10	1131703
4	42	11/09/2017	05/09/2017	12	4134639
20	8	11/09/2017	31/01/2018	14	3718355
1	45	10/08/2017	25/02/2018	15	682673
28	24	11/09/2017	06/12/2017	14	4863641
28	27	11/09/2017	07/11/2017	13	3803781
28	41	11/09/2017	22/10/2017	8	2490416
28	18	11/09/2017	13/10/2017	10	4007535
28	32	11/09/2017	25/09/2017	15	3614025
29	28	11/09/2017	12/10/2017	12	4582667
17	3	11/09/2017	12/03/2018	7	4147322
17	46	11/09/2017	10/12/2017	5	1448931
17	42	11/09/2017	19/03/2018	12	3009965
17	37	11/09/2017	03/01/2018	8	2462187
17	46	11/09/2017	08/11/2017	12	1343611
3	24	11/09/2017	25/09/2017	8	3128236
3	24	11/09/2017	29/11/2017	11	1338135
3	24	11/09/2017	08/03/2018	15	2326602
9	28	11/09/2017	25/02/2018	10	292702
9	28	11/09/2017	20/02/2018	7	4945936
9	5	11/09/2017	05/11/2017	9	2870
22	27	11/09/2017	14/09/2017	12	1169438
12	31	12/09/2017	16/01/2018	6	1062220
12	11	12/09/2017	30/12/2017	5	3976530
12	33	12/09/2017	03/12/2017	15	409963
12	43	12/09/2017	14/12/2017	9	2566382
12	26	12/09/2017	07/03/2018	8	3722658
12	35	12/09/2017	05/11/2017	9	292919
12	26	12/09/2017	18/02/2018	8	4626361
12	26	12/09/2017	02/09/2017	6	873570
14	27	12/09/2017	11/09/2017	5	923890
14	26	12/09/2017	08/12/2017	8	2003788
14	26	12/09/2017	23/12/2017	7	3254241
8	7	12/09/2017	31/01/2018	7	4422583
8	7	12/09/2017	16/03/2018	8	1702339
13	19	12/09/2017	02/09/2017	7	165003
13	20	12/09/2017	20/10/2017	11	1456745
13	1	12/09/2017	31/01/2018	10	5905
13	26	12/09/2017	30/11/2017	11	1453276
10	27	12/09/2017	04/11/2017	11	3698131
10	7	12/09/2017	27/02/2018	8	4641684
10	34	12/09/2017	12/10/2017	7	4072662
16	26	12/09/2017	11/10/2017	14	1231588
16	24	12/09/2017	09/03/2018	7	3357484
16	7	12/09/2017	03/12/2017	8	72750
16	1	12/09/2017	07/10/2017	5	1006909
16	19	12/09/2017	13/02/2018	11	3303181
9	28	12/09/2017	24/01/2018	12	2572792
21	26	12/09/2017	05/10/2017	6	1617028
21	42	12/09/2017	26/11/2017	10	1856119
21	12	12/09/2017	27/10/2017	15	1786666
21	29	12/09/2017	06/10/2017	7	1102433
23	41	12/09/2017	24/01/2018	13	3387555
23	5	12/09/2017	20/10/2017	14	2592473
23	26	12/09/2017	26/01/2018	6	4927539
23	5	12/09/2017	17/02/2018	15	2770931
17	3	12/09/2017	03/02/2018	6	4112597
17	3	12/09/2017	04/02/2018	15	1818185
17	26	12/09/2017	24/01/2018	14	4128078
17	46	12/09/2017	28/09/2017	14	4585646
17	48	12/09/2017	12/02/2018	9	4773817
17	37	12/09/2017	19/03/2018	13	1055091
17	46	12/09/2017	01/03/2018	12	1131126
20	8	12/09/2017	25/02/2018	11	789537
24	7	12/09/2017	25/02/2018	5	3842914
3	24	12/09/2017	10/10/2017	14	3223701
3	24	12/09/2017	26/01/2018	12	2694742
3	24	12/09/2017	16/02/2018	15	1202228
3	5	12/09/2017	24/01/2018	14	910419
3	27	12/09/2017	08/10/2017	9	3469532
4	5	12/09/2017	12/03/2018	11	3789258
4	42	12/09/2017	04/09/2017	13	1442400
36	27	12/09/2017	11/12/2017	7	1626797
36	26	12/09/2017	27/01/2018	7	1689599
25	1	12/09/2017	18/02/2018	6	731152
25	19	12/09/2017	28/01/2018	7	581945
33	38	11/09/2017	10/02/2018	9	3705905
33	12	11/09/2017	22/09/2017	8	4701228
33	38	12/09/2017	26/02/2018	14	1295369
33	26	12/09/2017	21/09/2017	13	511945
28	7	12/09/2017	24/10/2017	6	385881
28	48	12/09/2017	09/02/2018	15	2501626
28	5	12/09/2017	02/10/2017	7	2370131
28	26	12/09/2017	17/02/2018	13	3831229
28	32	12/09/2017	28/01/2018	14	448767
12	11	13/09/2017	01/03/2018	10	2460102
12	33	13/09/2017	21/12/2017	13	3175360
12	28	13/09/2017	24/09/2017	13	4430894
12	21	13/09/2017	08/09/2017	9	4030831
12	43	13/09/2017	22/09/2017	14	1460008
12	35	13/09/2017	02/03/2018	8	3652125
13	15	13/09/2017	03/11/2017	6	2985398
13	10	13/09/2017	21/12/2017	14	2017820
41	27	13/09/2017	23/10/2017	9	623997
14	27	13/09/2017	15/09/2017	7	2124526
14	26	13/09/2017	06/12/2017	9	4761333
8	10	13/09/2017	30/11/2017	7	2340684
8	27	13/09/2017	23/01/2018	5	3229013
8	7	13/09/2017	28/11/2017	14	1487932
8	36	13/09/2017	03/10/2017	10	251689
16	26	13/09/2017	31/01/2018	13	3914992
16	7	13/09/2017	02/09/2017	5	394170
16	1	13/09/2017	12/12/2017	15	3028319
16	19	13/09/2017	25/09/2017	8	2363487
4	42	13/09/2017	23/11/2017	15	1136322
4	5	13/09/2017	01/09/2017	9	1458202
10	7	13/09/2017	20/02/2018	14	4523393
36	27	13/09/2017	14/11/2017	13	1752237
23	1	13/09/2017	10/01/2018	10	3941478
23	5	13/09/2017	16/03/2018	10	518294
23	5	13/09/2017	21/02/2018	13	3059457
1	45	10/05/2017	05/09/2017	11	3440845
25	1	13/09/2017	13/12/2017	9	3072277
25	19	13/09/2017	15/12/2017	9	4685281
25	36	13/09/2017	23/11/2017	6	3498631
25	16	13/09/2017	18/02/2018	7	3976408
29	12	13/09/2017	26/10/2017	11	3251389
31	12	13/09/2017	23/01/2018	9	1283538
12	13	14/09/2017	13/12/2017	14	1797384
12	11	14/09/2017	31/12/2017	14	2701235
12	33	14/09/2017	04/12/2017	5	2544186
12	35	14/09/2017	06/01/2018	13	4360219
12	26	14/09/2017	03/02/2018	11	1604764
28	24	13/09/2017	14/03/2018	14	513408
28	32	13/09/2017	17/03/2018	5	1425496
14	12	14/09/2017	22/11/2017	7	1914057
14	26	14/09/2017	25/11/2017	14	2801511
14	27	14/09/2017	28/02/2018	14	4593224
16	19	14/09/2017	10/02/2018	6	1525571
16	26	14/09/2017	02/02/2018	12	3291570
16	7	14/09/2017	03/09/2017	12	966814
16	1	14/09/2017	29/10/2017	9	3965223
16	13	14/09/2017	09/12/2017	11	1922048
16	1	14/09/2017	18/12/2017	7	3596610
16	2	14/09/2017	21/10/2017	8	2675918
16	19	14/09/2017	17/12/2017	8	962699
8	27	14/09/2017	29/11/2017	9	1749004
8	26	14/09/2017	23/01/2018	11	2918088
8	36	14/09/2017	15/11/2017	12	3021777
8	7	14/09/2017	27/12/2017	13	2963137
3	24	13/09/2017	10/01/2018	6	3811069
3	24	13/09/2017	13/12/2017	6	4958467
3	24	13/09/2017	06/01/2018	7	715994
3	10	13/09/2017	29/12/2017	10	309829
3	7	13/09/2017	07/10/2017	15	1470863
3	26	13/09/2017	26/01/2018	5	1238974
3	42	13/09/2017	17/12/2017	10	2183640
13	28	14/09/2017	22/09/2017	5	2936066
17	46	13/09/2017	03/09/2017	5	200720
17	37	13/09/2017	14/03/2018	10	4477429
17	46	13/09/2017	29/11/2017	12	2449405
17	10	14/09/2017	19/03/2018	13	4206053
17	28	14/09/2017	05/02/2018	7	893690
17	3	14/09/2017	07/12/2017	6	1372821
17	21	14/09/2017	21/11/2017	11	4043527
17	7	14/09/2017	19/11/2017	8	3417305
17	41	14/09/2017	24/09/2017	15	3309663
17	26	14/09/2017	26/02/2018	6	2986810
17	26	14/09/2017	11/09/2017	15	4569822
17	26	14/09/2017	01/10/2017	7	1318154
17	46	14/09/2017	21/10/2017	11	2951925
17	5	14/09/2017	16/10/2017	5	1383232
17	43	14/09/2017	26/11/2017	9	2215373
17	42	14/09/2017	22/02/2018	5	3539733
17	42	14/09/2017	18/10/2017	9	2226397
17	37	14/09/2017	11/02/2018	14	3359203
17	46	14/09/2017	30/12/2017	13	3498863
23	8	14/09/2017	06/10/2017	11	1960688
23	8	14/09/2017	18/09/2017	9	1183338
23	41	14/09/2017	08/10/2017	6	1595282
9	18	14/09/2017	02/10/2017	14	3914593
25	1	14/09/2017	10/09/2017	10	2951858
19	15	14/09/2017	11/09/2017	11	1411013
19	13	14/09/2017	17/10/2017	11	1085375
10	7	14/09/2017	13/10/2017	5	97706
24	7	14/09/2017	28/10/2017	5	1659514
24	22	14/09/2017	04/02/2018	6	3654697
36	27	14/09/2017	08/03/2018	8	1652693
3	24	14/09/2017	24/12/2017	15	4940508
28	32	14/09/2017	09/02/2018	10	2446384
12	33	15/09/2017	02/09/2017	14	3910775
12	43	15/09/2017	22/11/2017	10	556205
12	28	15/09/2017	18/01/2018	15	2936595
12	18	15/09/2017	12/03/2018	7	4167327
12	28	15/09/2017	23/02/2018	6	4968029
13	42	15/09/2017	07/03/2018	9	2121308
15	43	15/09/2017	24/12/2017	7	610344
15	12	15/09/2017	18/10/2017	7	3543363
8	36	15/09/2017	04/11/2017	7	4877190
14	26	15/09/2017	07/09/2017	9	3159570
16	26	15/09/2017	23/12/2017	7	4017284
16	7	15/09/2017	11/10/2017	15	429620
16	19	15/09/2017	12/09/2017	11	3572079
16	1	15/09/2017	22/10/2017	5	1007501
16	19	15/09/2017	14/09/2017	8	3484711
16	2	15/09/2017	04/11/2017	5	375889
10	7	15/09/2017	10/10/2017	14	665322
10	47	15/09/2017	27/02/2018	5	1755261
21	26	15/09/2017	31/01/2018	10	3630907
35	12	15/09/2017	21/09/2017	8	2409010
20	8	15/09/2017	25/11/2017	8	1320807
20	26	15/09/2017	25/09/2017	7	333640
20	27	15/09/2017	11/03/2018	11	2230363
23	5	15/09/2017	05/12/2017	5	2167605
22	5	15/09/2017	02/09/2017	9	2620152
22	27	15/09/2017	15/12/2017	7	4822415
22	26	15/09/2017	03/12/2017	14	3421845
25	1	15/09/2017	18/01/2018	9	2453109
25	19	15/09/2017	15/11/2017	10	3831272
17	46	15/09/2017	14/01/2018	6	1720404
17	37	15/09/2017	11/10/2017	10	841970
17	46	15/09/2017	07/09/2017	14	4586953
29	42	15/09/2017	29/09/2017	8	2035968
16	26	01/09/2017	01/01/2018	11	4462795
33	38	14/09/2017	25/10/2017	15	2820688
12	11	18/09/2017	12/03/2018	5	1875437
12	21	18/09/2017	17/11/2017	11	4412149
12	35	18/09/2017	31/12/2017	14	1126905
12	28	18/09/2017	11/02/2018	14	1030958
12	14	18/09/2017	13/12/2017	13	4043199
12	16	18/09/2017	08/02/2018	5	2204439
3	24	15/09/2017	16/09/2017	6	1425113
3	24	15/09/2017	16/12/2017	6	1889129
3	7	15/09/2017	05/02/2018	5	2669554
3	26	15/09/2017	05/12/2017	10	319129
3	42	15/09/2017	05/11/2017	9	2615644
3	17	15/09/2017	05/03/2018	7	2381128
10	7	18/09/2017	02/09/2017	5	3575913
8	25	18/09/2017	10/10/2017	6	4224881
8	36	18/09/2017	22/09/2017	6	132005
8	2	18/09/2017	29/11/2017	8	3819088
13	28	18/09/2017	15/03/2018	5	4706507
13	1	18/09/2017	11/09/2017	11	2876480
13	15	18/09/2017	20/09/2017	9	382867
13	12	18/09/2017	16/10/2017	14	715002
16	26	18/09/2017	18/09/2017	5	4207562
16	19	18/09/2017	18/03/2018	15	2258043
16	24	18/09/2017	09/11/2017	5	4129162
16	7	18/09/2017	28/11/2017	9	4897177
16	1	18/09/2017	25/01/2018	15	4156877
16	1	18/09/2017	07/10/2017	11	377784
16	19	18/09/2017	09/10/2017	9	2606950
16	2	18/09/2017	25/10/2017	7	3360235
4	26	18/09/2017	26/09/2017	15	619499
4	28	18/09/2017	20/01/2018	8	2709024
4	28	18/09/2017	09/02/2018	13	318584
15	12	18/09/2017	01/02/2018	7	4325302
23	26	18/09/2017	17/10/2017	9	621290
23	43	18/09/2017	02/03/2018	11	1184448
23	43	18/09/2017	12/11/2017	13	834604
23	41	18/09/2017	24/12/2017	5	3303929
23	10	18/09/2017	21/02/2018	7	3834574
9	12	18/09/2017	19/10/2017	6	1973684
9	28	18/09/2017	18/11/2017	15	4260184
9	18	18/09/2017	16/10/2017	11	934288
9	24	18/09/2017	02/11/2017	10	2752866
9	12	18/09/2017	11/09/2017	7	791849
35	12	18/09/2017	29/10/2017	15	1224958
29	28	18/09/2017	16/11/2017	10	2914574
29	28	18/09/2017	25/02/2018	6	4684017
29	42	18/09/2017	29/01/2018	15	4806093
29	47	18/09/2017	13/09/2017	7	1455010
29	3	18/09/2017	15/10/2017	6	2710522
29	26	18/09/2017	30/11/2017	6	2879678
29	7	18/09/2017	22/02/2018	11	2335219
29	28	18/09/2017	13/02/2018	12	4942920
29	42	18/09/2017	14/11/2017	14	2999349
29	3	18/09/2017	05/11/2017	15	2172767
36	27	18/09/2017	01/12/2017	9	595711
36	27	18/09/2017	23/01/2018	6	264967
36	10	18/09/2017	29/12/2017	8	3456690
33	38	15/09/2017	30/10/2017	13	4286056
25	1	18/09/2017	21/12/2017	6	3384031
10	7	19/09/2017	21/12/2017	5	4068853
10	34	19/09/2017	24/02/2018	15	4126219
17	10	18/09/2017	17/12/2017	12	4020264
17	3	18/09/2017	09/09/2017	14	3470314
17	9	18/09/2017	16/12/2017	11	3525116
17	46	18/09/2017	09/03/2018	6	3958427
17	5	18/09/2017	04/09/2017	9	3094731
17	47	18/09/2017	07/09/2017	8	3861969
17	48	18/09/2017	20/10/2017	10	4912954
17	48	18/09/2017	24/02/2018	10	2744449
17	37	18/09/2017	26/11/2017	6	3891778
17	46	18/09/2017	20/02/2018	8	4725043
16	26	19/09/2017	22/12/2017	9	4885560
16	7	19/09/2017	08/09/2017	14	1626724
16	13	19/09/2017	17/11/2017	10	632013
16	19	19/09/2017	18/02/2018	8	1215114
16	2	19/09/2017	24/12/2017	8	4157290
17	46	19/09/2017	01/09/2017	9	1514756
17	37	19/09/2017	08/02/2018	5	3609387
17	46	19/09/2017	21/12/2017	6	4961359
3	24	18/09/2017	28/02/2018	14	138219
3	24	18/09/2017	21/11/2017	10	2641639
3	24	18/09/2017	19/01/2018	9	2946122
3	5	18/09/2017	04/12/2017	8	724030
21	26	19/09/2017	18/09/2017	9	2850322
21	14	19/09/2017	21/11/2017	8	257709
13	19	19/09/2017	08/01/2018	13	1064527
13	19	19/09/2017	03/03/2018	8	1636439
13	7	19/09/2017	10/10/2017	14	2270892
13	36	19/09/2017	20/01/2018	15	1532889
9	5	19/09/2017	29/11/2017	12	3126331
28	24	18/09/2017	05/10/2017	14	2824873
28	7	18/09/2017	01/11/2017	14	4947609
28	7	18/09/2017	18/02/2018	15	314919
25	1	19/09/2017	05/09/2017	12	3925128
33	38	18/09/2017	24/10/2017	10	973924
33	12	18/09/2017	25/12/2017	15	4386930
42	17	19/09/2017	05/12/2017	13	2661958
42	48	19/09/2017	29/09/2017	7	700720
42	35	19/09/2017	31/10/2017	6	877652
42	10	19/09/2017	30/11/2017	8	3506616
42	47	19/09/2017	01/01/2018	15	1448540
42	24	19/09/2017	09/09/2017	15	4208785
42	18	19/09/2017	18/12/2017	9	4516201
42	3	19/09/2017	11/02/2018	5	4306254
15	12	19/09/2017	09/02/2018	12	3789231
2	47	19/09/2017	19/10/2017	12	1707719
2	19	19/09/2017	26/12/2017	10	3888595
15	12	20/09/2017	05/03/2018	12	1011376
21	12	20/09/2017	09/03/2018	12	4700827
3	5	19/09/2017	14/03/2018	6	3387859
3	48	19/09/2017	02/12/2017	13	2352391
3	18	19/09/2017	08/01/2018	7	3337789
20	7	18/09/2017	25/09/2017	14	1766074
41	7	20/09/2017	03/12/2017	5	1776770
41	42	20/09/2017	13/03/2018	11	8893
16	19	20/09/2017	02/03/2018	12	1807117
16	25	20/09/2017	26/10/2017	11	3917329
16	7	20/09/2017	13/02/2018	9	3520203
16	24	20/09/2017	01/10/2017	13	1388841
16	19	20/09/2017	06/12/2017	12	891189
16	19	20/09/2017	25/11/2017	9	1442239
16	2	20/09/2017	29/11/2017	9	3060687
16	19	20/09/2017	02/12/2017	6	2270962
16	24	20/09/2017	06/01/2018	7	2023498
13	12	20/09/2017	04/10/2017	12	3672257
13	28	20/09/2017	17/09/2017	11	2147756
10	49	20/09/2017	24/09/2017	12	4302986
10	36	20/09/2017	08/10/2017	9	2274233
10	40	20/09/2017	05/12/2017	10	754937
10	34	20/09/2017	03/01/2018	7	4257332
35	28	20/09/2017	08/03/2018	8	2170060
35	9	20/09/2017	26/01/2018	6	3927245
35	18	20/09/2017	04/10/2017	15	4504617
35	42	20/09/2017	03/01/2018	11	1631455
7	27	19/09/2017	30/10/2017	9	321014
7	8	19/09/2017	28/09/2017	7	1144335
17	46	20/09/2017	29/09/2017	6	4228726
17	5	20/09/2017	12/02/2018	10	600219
17	37	20/09/2017	11/12/2017	10	2316801
17	46	20/09/2017	10/03/2018	11	4406270
12	43	19/09/2017	08/10/2017	8	2171330
36	25	20/09/2017	14/01/2018	8	1300867
36	27	20/09/2017	31/10/2017	15	2392755
36	10	20/09/2017	01/10/2017	11	583292
36	27	20/09/2017	16/01/2018	11	3589524
36	8	20/09/2017	26/12/2017	12	4076341
12	11	20/09/2017	27/09/2017	11	2280505
12	15	20/09/2017	29/12/2017	12	46921
12	43	20/09/2017	12/09/2017	9	1198853
12	29	20/09/2017	08/02/2018	10	4836728
12	21	20/09/2017	11/02/2018	15	2560505
12	14	20/09/2017	07/11/2017	6	1744910
12	33	20/09/2017	30/01/2018	10	2311251
12	14	20/09/2017	01/09/2017	5	3372160
12	26	20/09/2017	11/10/2017	14	1372273
42	10	20/09/2017	14/12/2017	6	4193735
42	28	20/09/2017	24/10/2017	7	2700305
28	8	19/09/2017	12/11/2017	7	1901300
28	27	19/09/2017	20/11/2017	15	4477721
28	18	19/09/2017	23/02/2018	13	3786581
22	27	19/09/2017	02/01/2018	12	4831496
25	1	20/09/2017	06/12/2017	12	3163450
4	29	20/09/2017	07/11/2017	10	2857449
4	24	20/09/2017	15/09/2017	12	1059920
4	28	20/09/2017	30/11/2017	11	239552
4	28	20/09/2017	13/03/2018	13	142238
4	7	20/09/2017	25/09/2017	9	3101540
4	10	20/09/2017	18/03/2018	12	3980579
4	42	20/09/2017	21/11/2017	8	3243673
4	18	20/09/2017	24/12/2017	10	2349621
4	8	20/09/2017	05/03/2018	13	1659748
4	5	20/09/2017	12/10/2017	8	2479505
4	9	20/09/2017	03/02/2018	15	4586984
4	27	21/09/2017	13/11/2017	14	4793474
4	7	21/09/2017	08/12/2017	15	4939078
4	5	21/09/2017	31/12/2017	15	1246102
4	42	21/09/2017	20/09/2017	13	1640176
28	48	20/09/2017	05/12/2017	9	480883
28	9	20/09/2017	13/12/2017	7	3465026
28	21	20/09/2017	26/10/2017	13	2246033
28	29	20/09/2017	01/02/2018	14	2571880
12	30	21/09/2017	18/03/2018	9	2511248
12	31	21/09/2017	07/01/2018	11	1051990
12	15	21/09/2017	07/11/2017	15	262045
12	33	21/09/2017	18/02/2018	12	3328472
12	20	21/09/2017	12/09/2017	8	29465
12	10	21/09/2017	17/10/2017	7	1652716
12	21	21/09/2017	10/02/2018	12	686845
12	43	21/09/2017	18/03/2018	12	2837754
12	11	21/09/2017	11/03/2018	12	4144360
12	35	21/09/2017	04/11/2017	8	162736
12	34	21/09/2017	13/10/2017	14	1070383
12	28	21/09/2017	31/12/2017	6	3455455
2	8	20/09/2017	22/02/2018	11	3262823
2	27	20/09/2017	01/09/2017	12	1143704
2	1	20/09/2017	21/02/2018	6	4072535
14	26	21/09/2017	26/02/2018	9	2592727
16	7	21/09/2017	10/10/2017	8	1022063
16	25	21/09/2017	15/12/2017	7	3819544
16	26	21/09/2017	15/01/2018	6	4048247
16	24	21/09/2017	30/11/2017	13	94524
16	2	21/09/2017	12/02/2018	13	2301451
16	19	21/09/2017	30/09/2017	6	2778262
16	13	21/09/2017	19/01/2018	10	1488026
16	2	21/09/2017	01/12/2017	12	1877810
10	7	21/09/2017	28/01/2018	15	940443
3	5	20/09/2017	28/11/2017	8	4393028
3	21	20/09/2017	16/01/2018	6	869407
3	48	20/09/2017	12/02/2018	5	235799
3	26	20/09/2017	08/01/2018	5	2080490
3	42	20/09/2017	21/02/2018	5	3503382
3	17	20/09/2017	25/10/2017	14	3345291
9	28	21/09/2017	07/12/2017	10	309667
9	28	21/09/2017	31/01/2018	13	1582871
21	26	21/09/2017	01/10/2017	13	1052593
21	26	21/09/2017	01/12/2017	15	2910489
13	8	21/09/2017	23/11/2017	11	2292303
25	1	21/09/2017	24/02/2018	11	4550985
23	5	21/09/2017	23/11/2017	6	900511
23	41	21/09/2017	19/12/2017	9	2034584
42	10	21/09/2017	01/03/2018	15	3954360
42	28	21/09/2017	12/09/2017	14	4184793
33	38	21/09/2017	30/11/2017	7	2416052
7	24	20/09/2017	19/03/2018	13	3466809
7	8	20/09/2017	03/02/2018	9	1389497
36	27	21/09/2017	14/01/2018	13	3002000
36	25	21/09/2017	15/02/2018	12	3958636
36	10	21/09/2017	02/11/2017	5	2640319
36	13	21/09/2017	26/02/2018	11	2392897
36	27	21/09/2017	04/10/2017	6	3492412
3	5	21/09/2017	09/10/2017	7	4088660
3	24	21/09/2017	23/12/2017	14	4461144
3	26	21/09/2017	15/11/2017	8	4879549
3	26	21/09/2017	14/10/2017	12	3439209
3	48	21/09/2017	28/12/2017	7	1286781
3	7	21/09/2017	16/10/2017	10	296244
3	42	21/09/2017	10/11/2017	10	3402511
3	29	21/09/2017	11/09/2017	14	3298001
20	8	22/09/2017	13/12/2017	15	3362809
20	27	22/09/2017	10/01/2018	11	3891623
20	7	22/09/2017	23/09/2017	8	1123640
13	19	22/09/2017	03/01/2018	8	2457018
13	10	22/09/2017	28/11/2017	10	1145125
13	20	22/09/2017	21/12/2017	15	2773998
8	7	22/09/2017	22/09/2017	8	2114904
12	31	22/09/2017	11/11/2017	11	2389495
12	15	22/09/2017	01/10/2017	7	203305
12	11	22/09/2017	07/03/2018	11	2709313
12	33	22/09/2017	04/01/2018	8	531310
12	23	22/09/2017	10/12/2017	10	3648843
12	43	22/09/2017	28/09/2017	13	3298662
12	35	22/09/2017	13/11/2017	9	261039
12	28	22/09/2017	27/01/2018	10	4443921
12	26	22/09/2017	24/01/2018	13	2381945
14	12	22/09/2017	25/09/2017	14	145680
14	24	22/09/2017	14/12/2017	5	1567577
16	26	22/09/2017	25/12/2017	9	2221089
16	7	22/09/2017	11/02/2018	12	4899237
16	25	22/09/2017	05/11/2017	14	4201124
16	2	22/09/2017	07/11/2017	6	3114486
16	2	22/09/2017	27/09/2017	10	2746791
16	24	22/09/2017	06/11/2017	12	3883580
16	2	22/09/2017	16/10/2017	14	3835212
26	32	22/09/2017	03/03/2018	11	419039
26	12	22/09/2017	13/01/2018	8	3526113
23	8	22/09/2017	05/11/2017	6	3607739
23	5	22/09/2017	19/10/2017	11	173664
3	24	22/09/2017	05/09/2017	13	508357
3	24	22/09/2017	01/02/2018	5	199797
3	24	22/09/2017	08/09/2017	8	4139165
21	29	22/09/2017	18/10/2017	5	132062
21	42	22/09/2017	19/12/2017	15	4116991
21	26	22/09/2017	27/01/2018	14	1875901
29	28	20/09/2017	10/01/2018	7	3847048
29	28	20/09/2017	04/11/2017	9	977540
29	28	21/09/2017	30/10/2017	10	1187282
29	28	21/09/2017	01/01/2018	14	1919295
17	46	21/09/2017	17/02/2018	10	119580
17	37	21/09/2017	07/11/2017	14	553404
17	46	21/09/2017	12/12/2017	10	4896100
42	28	22/09/2017	18/10/2017	7	632739
42	5	22/09/2017	21/09/2017	10	1408278
42	10	22/09/2017	13/02/2018	12	447000
42	7	22/09/2017	28/11/2017	7	218127
42	26	22/09/2017	25/01/2018	14	865858
25	1	22/09/2017	19/12/2017	6	3360718
27	7	22/09/2017	04/01/2018	14	2462658
33	38	22/09/2017	18/09/2017	11	547013
36	27	22/09/2017	30/11/2017	8	527550
36	10	22/09/2017	29/12/2017	7	4326245
36	22	22/09/2017	26/11/2017	6	4803842
36	27	22/09/2017	12/10/2017	6	841842
17	37	22/09/2017	15/12/2017	5	4350345
17	46	22/09/2017	15/09/2017	11	1421209
12	31	25/09/2017	11/03/2018	11	3192017
